claim_id,door_damaged,bonnet_damaged,bumper_damaged,dickey_damaged,fender_damaged,light_damaged,windshield_damaged,severity,total_parts_damaged,damage_score,estimated_repair_cost,insurance_payout
CLM005011,0,0,1,0,0,1,0,medium,2,2.666,33783.7,26819.22
CLM005012,0,1,1,0,0,0,0,medium,2,2.912,41729.88,35348.12
CLM005013,1,0,0,0,1,1,0,high,3,7.258,75338.58,65021.63
CLM005014,1,1,1,1,1,1,0,high,6,13.31,185587.66,143423.41
CLM005015,1,0,0,0,1,1,0,medium,3,4.096,33564.66,25977.79
CLM005016,1,0,0,0,0,1,0,medium,2,3.427,53571.08,38489.14
CLM005017,1,0,0,0,1,1,0,high,3,6.482,94404.91,66836.01
CLM005018,0,0,1,1,0,1,0,medium,3,6.244,106710.23,88580.33
CLM005019,0,0,0,0,0,1,0,low,1,0.951,12996.5,9478.13
CLM005020,0,0,1,1,0,0,0,low,2,2.773,41290.12,29536.11
CLM005021,1,0,0,0,0,0,0,medium,1,1.903,21869.93,13357.39
CLM005022,0,1,1,0,1,1,0,high,4,9.133,103776.13,78927.79
CLM005023,0,1,1,0,0,0,0,low,2,2.483,33054.89,21006.45
CLM005024,0,0,0,0,1,1,0,low,2,1.452,24356.14,17898.31
CLM005025,0,1,1,0,1,1,0,high,4,7.456,102185.68,79522.7
CLM005026,1,1,1,0,1,0,0,medium,4,9.067,77887.81,52265.44
CLM005027,1,0,0,0,1,0,0,medium,2,3.026,33603.92,12262.95
CLM005028,1,0,1,0,0,0,0,low,2,2.389,49287.9,28935.54
CLM005029,1,1,1,1,0,0,0,high,4,11.149,235510.82,198528.72
CLM005030,0,1,1,1,0,0,0,medium,3,5.295,45397.8,35142.34
CLM005031,1,0,1,0,0,0,0,medium,2,2.044,19257.37,6647.47
CLM005032,0,0,1,0,1,0,0,low,2,1.224,19924.09,12601.73
CLM005033,1,0,0,0,1,0,0,low,2,1.872,23294.35,17438.86
CLM005034,0,1,1,0,1,1,0,high,4,8.944,191487.54,145082.2
CLM005035,1,0,1,1,0,1,0,low,4,3.891,65249.65,45598.21
CLM005036,1,0,0,0,0,0,0,low,1,1.109,9112.65,0.0
CLM005037,0,0,1,0,0,0,0,low,1,0.571,10052.22,4269.62
CLM005038,0,0,1,0,0,0,0,low,1,0.953,17257.9,9762.19
CLM005039,0,0,1,1,0,0,0,medium,2,3.484,67943.87,52039.85
CLM005040,0,0,1,1,1,0,0,high,3,8.762,140907.95,101714.29
CLM005041,1,0,1,0,0,0,0,low,2,1.96,20700.5,13465.44
CLM005042,0,0,1,1,0,1,0,medium,3,5.39,71089.73,44018.54
CLM005043,1,1,1,0,0,1,1,high,5,15.711,196682.37,155668.06
CLM005044,1,1,0,0,1,0,0,medium,3,6.041,126592.35,109405.63
CLM005045,0,0,1,1,0,1,0,medium,3,4.609,30418.67,20761.99
CLM005046,0,0,1,0,0,0,0,low,1,0.802,8735.85,4132.64
CLM005047,1,1,1,0,0,1,0,high,4,14.513,230977.55,190605.67
CLM005048,0,0,1,1,1,1,0,high,4,12.615,149099.11,118627.63
CLM005049,1,1,1,0,1,0,0,high,4,6.709,109049.09,98039.58
CLM005050,1,0,0,0,0,0,0,low,1,1.021,16197.76,11208.24
CLM005051,1,0,0,0,1,0,0,medium,2,2.691,26817.21,17145.9
CLM005052,1,1,1,0,1,1,0,high,5,10.802,121201.57,88528.1
CLM005053,0,0,1,1,0,0,0,low,2,1.401,14485.51,9443.3
CLM005054,1,1,1,0,0,1,1,high,5,16.402,319907.21,259967.97
CLM005055,1,0,1,0,0,0,0,low,2,1.731,21166.55,15396.7
CLM005056,0,0,1,0,0,0,0,low,1,0.61,5414.46,2265.45
CLM005057,0,1,1,0,0,1,0,low,3,2.892,47317.38,36254.4
CLM005058,0,1,1,0,1,0,0,medium,3,4.313,66077.98,55283.35
CLM005059,0,0,0,0,1,0,0,low,1,0.65,8229.85,5103.27
CLM005060,1,0,1,1,0,0,0,medium,3,4.319,43902.66,27962.58
CLM005061,0,0,1,1,0,0,0,low,2,1.94,20435.95,9391.59
CLM005062,1,1,0,0,1,1,0,medium,4,6.162,69369.62,55921.83
CLM005063,0,1,1,1,0,0,0,medium,3,4.976,56691.07,46484.48
CLM005064,0,0,1,1,0,1,0,low,3,3.047,24101.94,11916.24
CLM005065,1,0,1,1,0,0,0,medium,3,5.373,62118.85,47891.04
CLM005066,1,0,0,0,0,0,0,medium,1,1.761,15682.38,10011.32
CLM005067,0,1,1,0,0,0,1,high,3,12.656,174241.26,154239.07
CLM005068,1,1,1,0,0,0,0,medium,3,5.261,57982.93,52207.73
CLM005069,0,0,1,1,0,0,0,high,2,5.911,65370.99,52968.95
CLM005070,0,1,1,0,1,0,0,medium,3,4.894,81707.77,58061.84
CLM005071,1,0,0,0,0,0,0,low,1,0.869,11653.86,3466.74
CLM005072,0,0,1,0,1,0,0,low,2,1.727,37058.36,27338.31
CLM005073,1,1,1,0,1,1,0,medium,5,9.496,91292.16,59592.22
CLM005074,0,1,1,0,1,1,0,medium,4,6.059,63161.22,57747.49
CLM005075,0,0,1,1,0,0,0,low,2,1.906,19984.97,8456.2
CLM005076,1,0,0,1,1,1,0,medium,4,6.667,80307.05,60137.22
CLM005077,1,0,0,0,1,0,0,medium,2,2.572,27741.85,9516.75
CLM005078,0,0,1,0,0,0,1,low,2,1.993,26147.0,17163.44
CLM005079,0,0,1,0,0,1,0,medium,2,3.172,54502.06,30758.61
CLM005080,0,1,1,0,1,0,0,high,3,8.948,114706.12,105532.5
CLM005081,1,0,0,0,0,0,0,low,1,1.05,12800.88,7971.98
CLM005082,0,0,1,0,0,0,0,low,1,0.63,7849.13,0.0
CLM005083,1,0,0,0,1,0,0,low,2,1.743,19351.0,10482.69
CLM005084,0,0,1,0,0,0,0,low,1,0.671,7814.13,4538.26
CLM005085,0,1,1,0,1,1,0,medium,4,6.093,72834.44,57179.99
CLM005086,0,0,0,0,0,1,0,medium,1,1.582,24210.02,12326.8
CLM005087,1,1,0,0,1,0,0,low,3,2.823,44650.39,36401.43
CLM005088,1,0,0,1,0,0,0,high,2,6.396,65082.66,45977.23
CLM005089,0,0,1,1,0,0,1,high,3,9.908,200389.07,172809.55
CLM005090,1,0,1,0,0,1,0,low,3,3.231,65566.82,45605.92
CLM005091,0,1,1,0,1,0,0,low,3,3.261,37789.61,15245.12
CLM005092,0,0,1,0,0,0,0,low,1,0.874,7079.26,0.0
CLM005093,0,0,1,0,1,0,0,low,2,1.599,14071.87,3684.35
CLM005094,1,0,1,0,1,0,0,medium,3,4.967,52011.67,28278.21
CLM005095,0,1,1,1,0,1,0,medium,4,6.481,86810.85,62465.45
CLM005096,0,0,1,1,0,0,0,low,2,1.618,23189.62,15914.55
CLM005097,0,0,1,0,0,0,0,low,1,0.652,6455.19,0.0
CLM005098,0,0,1,0,0,0,0,low,1,0.953,9419.61,3845.44
CLM005099,1,0,1,0,0,1,0,medium,3,3.335,49950.47,27492.7
CLM005100,0,0,1,0,0,0,0,low,1,0.945,18053.49,10284.9
CLM005101,0,1,0,0,1,1,0,high,3,7.491,123517.94,81031.78
CLM005102,0,1,1,0,1,1,0,high,4,11.441,231408.93,171257.82
CLM005103,1,0,1,0,0,0,0,low,2,1.706,24555.94,8745.81
CLM005104,0,1,1,1,1,0,0,high,4,12.865,131423.4,110356.06
CLM005105,1,0,0,0,0,1,0,medium,2,4.484,49998.56,33302.72
CLM005106,0,0,1,0,0,0,0,low,1,0.811,7108.98,0.0
CLM005107,1,0,1,0,0,0,0,low,2,1.617,19345.51,13715.27
CLM005108,1,0,0,0,0,0,0,low,1,0.95,9179.49,0.0
CLM005109,1,0,0,1,0,1,0,high,3,6.394,105717.11,83740.79
CLM005110,1,1,1,1,1,0,0,medium,5,6.951,139897.15,126073.16
CLM005111,0,1,1,0,0,1,0,high,3,7.744,110796.97,70833.0
CLM005112,0,0,1,1,0,1,0,low,3,3.057,44605.96,27415.88
CLM005113,0,0,1,0,0,0,0,low,1,0.64,6588.48,1254.58
CLM005114,0,1,1,0,0,0,0,low,2,1.839,21407.99,17086.08
CLM005115,1,0,0,0,1,1,0,medium,3,4.859,62472.72,36950.07
CLM005116,0,0,1,1,0,0,0,low,2,2.086,34298.87,22251.83
CLM005117,1,1,0,0,1,0,0,medium,3,5.019,53421.58,40094.25
CLM005118,0,0,1,1,0,1,0,medium,3,5.39,50704.72,34914.56
CLM005119,0,0,1,1,1,0,0,low,3,3.491,42626.78,34485.95
CLM005120,0,1,1,0,0,1,0,medium,3,5.893,75387.5,51921.99
CLM005121,0,0,1,1,0,0,0,medium,2,3.33,45418.98,25506.5
CLM005122,0,0,1,1,0,1,0,medium,3,4.972,62215.77,52243.56
CLM005123,0,1,1,1,0,0,0,low,3,2.782,42091.08,34108.33
CLM005124,1,1,1,0,1,0,0,medium,4,7.63,139976.0,102950.45
CLM005125,1,0,0,1,1,1,1,high,5,13.166,207628.05,175915.26
CLM005126,0,0,1,1,0,0,0,medium,2,3.024,57199.33,48579.14
CLM005127,1,0,0,0,0,0,0,low,1,1.204,13200.46,9522.15
CLM005128,1,0,0,0,1,0,0,medium,2,2.623,39969.84,30674.06
CLM005129,1,0,0,0,1,0,0,high,2,4.017,40547.5,22113.57
CLM005130,0,1,1,0,1,0,0,medium,3,3.078,34363.82,21633.6
CLM005131,1,0,0,0,1,1,0,medium,3,4.704,59427.11,41649.64
CLM005132,0,0,1,0,0,0,0,low,1,1.025,13144.78,7445.13
CLM005133,0,1,1,1,0,1,1,high,5,12.483,218142.38,153987.31
CLM005134,0,0,0,0,1,1,0,medium,2,2.43,36726.44,21057.82
CLM005135,0,1,1,0,1,1,0,medium,4,6.632,96996.74,86746.71
CLM005136,1,0,0,1,0,1,0,medium,3,5.069,77909.76,58243.35
CLM005137,1,0,0,0,0,1,0,medium,2,3.423,47909.85,39345.0
CLM005138,1,0,1,1,1,0,0,medium,4,4.898,98026.25,75388.0
CLM005139,1,0,0,0,1,1,0,high,3,7.819,110529.09,80000.22
CLM005140,0,1,1,0,0,0,0,low,2,2.129,33809.88,25728.92
CLM005141,1,0,1,1,0,0,0,medium,3,4.174,46889.33,30733.52
CLM005142,1,1,0,1,1,0,0,high,4,14.519,174619.55,138526.2
CLM005143,0,1,1,0,0,0,0,medium,2,3.386,69206.61,45479.71
CLM005144,1,0,0,0,1,1,0,high,3,8.391,79753.44,38664.51
CLM005145,0,0,1,0,0,1,0,medium,2,3.735,30687.57,20974.08
CLM005146,0,0,1,1,0,0,0,low,2,2.326,35308.12,22381.49
CLM005147,1,0,1,0,0,1,0,high,3,7.937,92748.28,55244.07
CLM005148,0,0,1,0,0,1,1,medium,3,5.214,61731.76,42208.58
CLM005149,0,0,1,0,0,0,0,low,1,0.964,9108.49,0.0
CLM005150,1,0,0,0,1,0,0,low,2,1.56,16409.17,12581.6
CLM005151,0,0,1,0,1,0,0,low,2,1.679,23618.49,16542.45
CLM005152,0,0,1,0,0,1,0,low,2,1.468,24923.59,20342.45
CLM005153,0,0,1,1,0,1,0,high,3,5.789,77971.64,68440.18
CLM005154,1,0,0,0,1,1,0,medium,3,4.959,61667.82,49059.71
CLM005155,0,1,1,0,0,1,0,low,3,2.846,40202.19,32776.86
CLM005156,0,0,1,1,1,0,0,medium,3,3.857,45820.11,26042.54
CLM005157,1,1,1,0,1,0,0,medium,4,6.87,78477.47,50524.49
CLM005158,0,0,0,0,1,1,0,medium,2,2.67,31098.54,22595.04
CLM005159,1,1,1,0,1,0,0,high,4,9.284,128965.16,94908.74
CLM005160,1,0,1,1,1,1,0,high,5,15.23,213555.11,156557.06
CLM005161,0,1,1,0,1,1,0,high,4,8.046,109517.27,81046.76
CLM005162,1,1,0,0,0,0,0,low,2,1.807,21084.18,9929.33
CLM005163,1,0,0,0,0,0,0,low,1,0.882,15577.18,10693.79
CLM005164,1,0,1,0,1,0,0,medium,3,2.646,24339.11,18077.57
CLM005165,1,0,1,0,0,0,0,low,2,1.95,18660.98,10038.35
CLM005166,0,1,1,1,1,1,0,high,5,10.83,86159.2,56988.79
CLM005167,0,1,1,0,1,0,0,high,3,6.671,124658.6,104535.43
CLM005168,1,0,1,1,0,1,1,medium,5,7.107,110893.41,85182.59
CLM005169,0,0,0,0,0,1,0,low,1,0.813,10886.4,954.35
CLM005170,0,1,1,0,0,1,0,high,3,7.356,112462.87,104667.95
CLM005171,1,0,0,0,1,1,0,low,3,2.168,14421.19,6962.07
CLM005172,0,0,0,1,0,0,0,low,1,0.898,9256.78,0.0
CLM005173,0,0,0,0,1,1,0,low,2,1.724,26277.37,15907.76
CLM005174,0,1,1,0,0,1,0,high,3,8.106,92178.56,79114.9
CLM005175,0,1,1,1,0,1,1,medium,5,9.337,147729.38,123968.19
CLM005176,0,1,1,0,1,0,0,low,3,2.586,25156.66,21396.46
CLM005177,0,0,1,1,1,0,0,medium,3,4.65,61349.54,48655.07
CLM005178,0,0,1,1,0,0,0,medium,2,3.497,25902.96,13615.72
CLM005179,0,0,0,1,1,1,0,low,3,2.705,30065.67,20228.65
CLM005180,0,1,1,1,1,1,0,high,5,12.418,192513.13,154534.23
CLM005181,0,1,1,0,1,0,0,high,3,7.709,131231.2,91151.42
CLM005182,0,0,1,0,1,0,0,medium,2,2.492,37342.03,21742.94
CLM005183,1,0,1,0,0,0,0,high,2,5.336,60477.31,42259.0
CLM005184,0,0,0,0,1,0,0,medium,1,1.251,14353.11,97.18
CLM005185,0,1,1,0,1,0,0,high,3,6.358,70843.86,44574.69
CLM005186,1,0,0,0,1,0,0,medium,2,2.687,42930.43,32416.94
CLM005187,0,0,1,0,0,1,0,low,2,2.04,32332.0,20907.97
CLM005188,0,1,1,0,0,0,1,medium,3,4.883,70144.6,42730.51
CLM005189,0,0,1,0,0,0,0,low,1,0.565,8384.96,3833.05
CLM005190,0,1,1,0,1,1,0,high,4,8.488,110970.31,94726.03
CLM005191,0,0,1,1,0,0,0,medium,2,4.266,47126.88,35124.32
CLM005192,0,1,1,1,1,1,0,high,5,12.661,151957.7,114267.45
CLM005193,0,0,1,0,1,0,0,medium,2,3.362,37225.93,27662.23
CLM005194,0,0,1,1,1,1,0,medium,4,6.985,88376.88,61868.6
CLM005195,0,1,1,0,1,1,0,high,4,10.46,148020.86,125304.24
CLM005196,1,0,1,1,0,1,0,high,4,10.8,81584.66,58660.78
CLM005197,0,1,1,0,1,1,0,medium,4,5.992,65833.14,50793.25
CLM005198,0,1,1,0,0,1,1,medium,4,7.32,132246.03,109665.14
CLM005199,0,0,1,0,1,0,0,medium,2,2.691,36136.34,27116.26
CLM005200,0,0,0,0,1,0,0,low,1,0.864,10805.91,0.0
CLM005201,0,0,1,1,0,1,0,low,3,2.608,30037.6,10476.96
CLM005202,1,0,1,0,1,1,0,high,4,9.76,101331.34,72390.64
CLM005203,0,1,1,0,1,1,1,high,5,17.136,321729.21,237208.08
CLM005204,0,0,1,0,0,0,0,medium,1,1.231,17973.13,2659.59
CLM005205,1,1,0,0,1,1,0,medium,4,7.156,41184.93,36212.39
CLM005206,1,0,0,0,0,0,0,low,1,0.884,12130.18,1200.6
CLM005207,1,0,0,0,1,0,0,medium,2,3.765,60531.9,39615.09
CLM005208,1,0,1,1,0,1,0,medium,4,7.25,58914.61,36216.69
CLM005209,1,0,0,0,0,0,0,low,1,0.777,9168.21,5282.29
CLM005210,0,0,1,0,0,1,0,medium,2,3.15,31550.49,18243.87
CLM005211,0,1,1,0,1,0,0,high,3,7.272,85119.62,57875.6
CLM005212,1,0,0,0,0,1,0,medium,2,3.027,26344.36,22199.02
CLM005213,0,1,1,1,0,0,0,low,3,3.307,42367.2,32059.56
CLM005214,0,0,1,1,0,0,0,low,2,2.323,29100.0,18067.77
CLM005215,1,0,0,0,1,0,0,low,2,2.232,28639.79,21962.17
CLM005216,0,0,1,0,0,0,0,low,1,0.77,7863.44,0.0
CLM005217,0,0,1,0,0,0,0,low,1,0.795,14048.9,7699.51
CLM005218,1,1,1,0,1,0,0,medium,4,6.929,75563.73,57062.8
CLM005219,1,0,0,0,0,1,0,medium,2,2.161,31096.49,20768.25
CLM005220,1,1,1,0,1,0,0,high,4,9.383,130322.77,91383.03
CLM005221,0,1,1,0,1,0,0,medium,3,4.638,43457.83,32004.08
CLM005222,1,0,0,0,1,1,0,medium,3,3.792,69433.34,45214.53
CLM005223,0,0,1,0,1,0,0,low,2,1.847,25456.01,17843.53
CLM005224,0,1,1,0,1,1,0,medium,4,7.501,107795.86,79577.92
CLM005225,1,0,1,1,0,0,0,medium,3,5.25,71246.94,55517.95
CLM005226,0,0,0,0,1,0,0,low,1,0.738,10610.23,6387.29
CLM005227,0,0,1,0,0,0,0,low,1,0.705,7869.16,0.0
CLM005228,1,1,1,1,0,1,0,high,5,12.534,179117.52,127596.84
CLM005229,1,0,0,0,1,1,0,medium,3,3.561,65567.29,56521.07
CLM005230,1,0,0,1,1,0,0,medium,3,4.568,55394.55,40990.11
CLM005231,1,1,0,0,1,1,0,high,4,9.697,136733.11,100398.58
CLM005232,1,0,1,0,0,1,1,medium,4,7.692,155310.32,107602.02
CLM005233,1,1,1,0,1,1,0,high,5,14.845,151995.81,103028.26
CLM005234,1,0,1,0,0,0,0,low,2,1.234,17438.87,0.0
CLM005235,0,0,1,1,0,1,0,high,3,10.074,120594.22,86173.6
CLM005236,0,0,0,1,1,0,0,low,2,1.804,22101.77,11517.17
CLM005237,1,0,0,0,1,0,0,high,2,3.978,44392.76,30191.35
CLM005238,0,1,1,0,0,0,0,medium,2,3.155,44263.43,25896.33
CLM005239,1,0,0,0,1,0,0,medium,2,2.915,30083.89,25303.53
CLM005240,0,0,1,1,0,0,0,medium,2,2.842,52307.37,38738.28
CLM005241,0,1,1,0,1,1,0,high,4,10.892,192629.23,147652.5
CLM005242,0,1,1,0,1,1,0,high,4,12.141,157408.58,139526.3
CLM005243,0,1,1,1,1,0,0,high,4,13.816,152551.46,115909.45
CLM005244,0,1,1,0,0,1,0,high,3,7.323,98922.01,59459.73
CLM005245,1,1,1,0,1,0,0,medium,4,6.692,52784.18,42251.57
CLM005246,0,0,1,0,0,0,0,low,1,0.812,10663.82,5717.99
CLM005247,0,1,1,0,1,1,0,medium,4,6.648,123123.91,89450.75
CLM005248,1,0,0,0,0,0,0,low,1,0.945,15652.33,9439.04
CLM005249,1,0,1,0,1,0,0,low,3,2.554,33184.79,15711.88
CLM005250,1,0,1,0,1,1,0,medium,4,5.757,65059.23,36770.19
CLM005251,0,0,1,1,0,1,0,medium,3,3.734,43167.13,29024.84
CLM005252,0,0,1,0,0,0,0,low,1,0.872,10073.88,6566.88
CLM005253,0,0,1,1,0,0,0,medium,2,3.339,53574.71,40445.06
CLM005254,0,0,1,1,0,1,0,medium,3,4.505,42259.31,37392.48
CLM005255,0,1,1,0,1,1,0,high,4,8.144,119774.41,85721.41
CLM005256,0,0,0,0,0,1,0,low,1,0.968,10868.67,0.0
CLM005257,1,0,0,0,0,0,0,low,1,0.852,11785.77,5595.24
CLM005258,0,1,1,0,1,1,0,high,4,10.582,112984.68,96528.39
CLM005259,0,0,1,1,0,0,0,low,2,2.351,25913.0,18851.85
CLM005260,0,0,1,0,1,1,0,high,3,6.128,100670.83,74963.39
CLM005261,0,1,1,0,1,0,0,medium,3,4.236,55832.81,42281.34
CLM005262,0,0,1,0,0,0,0,medium,1,1.309,15378.86,11231.09
CLM005263,1,0,0,0,1,1,0,medium,3,4.603,52761.91,43165.75
CLM005264,0,0,1,0,0,0,0,medium,1,1.075,13139.71,6991.9
CLM005265,0,0,1,1,0,0,0,low,2,1.616,23505.65,18665.05
CLM005266,1,0,1,0,1,0,0,low,3,2.637,37841.69,26775.32
CLM005267,0,1,0,0,0,0,1,high,2,3.703,70671.07,54579.85
CLM005268,0,0,1,0,0,1,1,high,3,9.811,107546.92,81974.01
CLM005269,0,0,1,0,1,0,0,medium,2,3.259,39850.05,18839.08
CLM005270,1,0,1,0,1,0,0,medium,3,5.962,100041.88,57362.18
CLM005271,0,0,0,1,0,0,0,low,1,0.726,5894.1,1792.07
CLM005272,0,1,1,0,1,1,0,medium,4,5.183,60653.66,32681.13
CLM005273,1,1,1,0,0,1,0,high,4,10.302,135472.64,121164.46
CLM005274,0,0,1,0,0,0,0,low,1,1.03,12829.76,6476.02
CLM005275,1,0,0,0,1,0,0,medium,2,3.288,35603.19,24883.3
CLM005276,0,0,1,0,1,0,0,medium,2,2.62,34143.9,15940.73
CLM005277,0,0,1,1,0,1,0,high,3,5.678,59629.76,47005.45
CLM005278,0,0,0,1,0,0,0,medium,1,2.379,35871.62,27370.38
CLM005279,0,1,1,0,1,1,0,high,4,9.587,132505.79,83344.53
CLM005280,0,0,1,0,0,1,0,medium,2,3.541,39678.95,30700.2
CLM005281,0,0,1,0,0,0,0,low,1,0.743,9678.64,0.0
CLM005282,1,0,1,1,0,1,0,medium,4,4.453,57430.81,40185.75
CLM005283,0,0,1,0,0,0,0,medium,1,1.55,18483.55,7860.91
CLM005284,0,0,1,1,1,1,0,high,4,8.675,129720.55,93324.74
CLM005285,1,0,0,0,0,0,0,low,1,1.062,12094.71,1446.47
CLM005286,1,0,0,0,1,1,0,medium,3,4.402,60633.97,40958.08
CLM005287,0,1,1,1,0,0,0,medium,3,5.516,96417.24,73540.22
CLM005288,1,0,0,0,1,0,0,low,2,2.11,25569.78,22248.81
CLM005289,0,1,1,0,1,1,0,high,4,11.603,240637.39,190015.79
CLM005290,0,0,1,0,0,1,0,low,2,1.685,32244.79,24029.92
CLM005291,0,1,1,0,0,0,1,high,3,6.69,75133.58,66065.07
CLM005292,0,0,1,0,0,1,0,medium,2,2.397,45817.14,30721.75
CLM005293,0,0,1,0,0,1,0,low,2,2.152,34986.85,20041.01
CLM005294,1,0,1,1,0,1,1,high,5,9.886,151820.35,107912.19
CLM005295,0,1,1,0,0,0,1,high,3,7.513,113454.57,102605.5
CLM005296,0,0,1,1,0,0,0,low,2,2.437,23864.73,14328.75
CLM005297,0,0,0,0,1,0,0,low,1,0.684,8090.29,0.0
CLM005298,0,0,1,0,0,1,1,medium,3,3.991,86820.95,68083.29
CLM005299,1,0,0,1,0,0,0,low,2,1.916,24404.94,10304.68
CLM005300,0,1,1,0,0,1,0,high,3,7.982,102842.48,68659.2
CLM005301,1,1,1,0,1,1,0,high,5,9.83,130010.29,98283.79
CLM005302,1,0,0,0,1,0,0,medium,2,3.243,54880.14,36849.51
CLM005303,0,0,1,0,0,0,0,low,1,0.872,11544.73,0.0
CLM005304,0,0,0,0,1,0,1,medium,2,2.613,25316.41,21353.95
CLM005305,1,1,1,0,1,0,0,medium,4,6.271,95905.52,65574.11
CLM005306,1,0,0,0,0,0,0,low,1,1.077,13928.15,3877.25
CLM005307,0,0,1,0,0,0,0,low,1,0.892,15820.3,9779.43
CLM005308,1,0,0,0,0,0,0,medium,1,1.902,35735.34,16364.37
CLM005309,0,0,1,1,0,0,0,medium,2,3.364,27200.05,6025.68
CLM005310,1,1,1,0,1,1,0,high,5,16.771,128645.22,110885.05
CLM005311,0,1,1,0,0,0,0,medium,2,2.974,52678.41,31329.26
CLM005312,1,0,0,0,1,0,0,medium,2,2.898,43782.72,23381.6
CLM005313,0,0,1,0,0,0,0,low,1,1.109,15808.45,9434.93
CLM005314,1,0,1,1,0,0,1,high,4,13.214,89291.91,67036.49
CLM005315,0,0,1,1,0,1,0,high,3,8.069,137611.45,96432.59
CLM005316,0,0,1,0,0,0,0,medium,1,1.293,25524.57,11319.43
CLM005317,0,1,1,0,1,0,0,medium,3,4.791,81651.86,61288.49
CLM005318,0,0,1,0,0,0,0,low,1,0.653,6743.67,2354.35
CLM005319,0,1,1,1,0,1,1,high,5,13.647,203944.88,148799.34
CLM005320,0,1,1,0,0,1,0,low,3,2.737,26731.35,14404.08
CLM005321,0,0,1,1,0,0,0,low,2,1.322,29917.3,17435.21
CLM005322,0,0,1,0,0,0,0,low,1,0.491,5774.37,0.0
CLM005323,1,0,0,0,1,0,0,medium,2,2.849,29946.34,22633.82
CLM005324,0,0,1,0,1,1,0,high,3,5.124,45974.89,38630.37
CLM005325,0,1,1,0,0,0,0,low,2,2.065,42271.08,27971.16
CLM005326,0,0,1,0,0,1,1,low,3,3.2,56467.1,48093.25
CLM005327,1,0,1,0,0,0,0,low,2,1.76,17505.26,13362.19
CLM005328,1,1,1,0,1,1,0,high,5,12.438,92692.62,76608.66
CLM005329,0,0,1,1,0,0,0,medium,2,3.122,33757.94,16260.38
CLM005330,1,0,0,0,1,0,0,medium,2,2.69,37983.46,24664.7
CLM005331,1,0,1,0,0,0,0,low,2,1.835,27857.0,17150.34
CLM005332,0,0,0,0,1,0,0,low,1,1.053,21523.8,15099.44
CLM005333,1,0,1,0,1,1,0,high,4,8.61,102661.2,71199.94
CLM005334,0,0,1,0,0,1,0,low,2,1.565,28456.68,12001.78
CLM005335,0,0,1,1,0,0,0,low,2,1.645,19836.4,7379.32
CLM005336,1,0,0,0,1,1,0,high,3,8.541,105506.32,73306.33
CLM005337,0,0,1,1,0,0,0,low,2,1.93,22103.0,9070.51
CLM005338,1,0,1,1,0,1,1,high,5,11.917,90469.46,49599.14
CLM005339,0,0,1,0,0,0,0,low,1,0.82,11578.02,5756.1
CLM005340,1,0,0,0,0,0,0,low,1,1.111,14901.88,8481.18
CLM005341,1,1,1,1,0,1,0,high,5,13.526,165890.23,105534.3
CLM005342,1,0,0,0,1,1,0,medium,3,4.077,49824.53,30864.72
CLM005343,0,1,1,0,1,1,0,medium,4,5.986,112879.4,89321.15
CLM005344,0,0,1,1,1,1,0,medium,4,7.155,118779.42,83788.76
CLM005345,0,0,1,1,0,1,0,low,3,2.859,48171.87,24196.55
CLM005346,1,0,1,0,0,0,0,low,2,1.931,22855.19,18840.82
CLM005347,0,0,0,0,1,0,0,low,1,0.839,14875.03,5763.97
CLM005348,0,0,1,0,0,0,0,medium,1,1.4,20631.29,17227.94
CLM005349,1,0,1,0,1,0,0,low,3,3.026,34793.98,26535.19
CLM005350,0,0,1,0,0,0,0,low,1,1.172,11444.98,0.0
CLM005351,0,0,1,0,0,0,0,medium,1,1.323,15378.33,11302.55
CLM005352,0,0,1,1,1,1,0,high,4,8.625,72610.59,43138.38
CLM005353,0,0,0,0,0,1,0,low,1,0.764,7647.23,0.0
CLM005354,1,1,0,0,1,1,1,medium,5,7.764,110088.17,80059.99
CLM005355,1,0,0,0,0,0,0,medium,1,1.621,16488.56,11409.29
CLM005356,1,0,0,0,1,0,0,low,2,2.182,23560.7,18296.86
CLM005357,1,0,0,0,0,1,0,medium,2,3.552,43423.54,31364.54
CLM005358,1,0,1,0,1,0,0,medium,3,3.63,30256.37,24499.8
CLM005359,0,1,1,0,1,1,0,high,4,10.56,161951.85,122284.92
CLM005360,1,0,0,0,1,0,0,medium,2,2.489,38672.9,26719.73
CLM005361,0,1,1,0,0,1,0,high,3,6.454,76801.1,39445.81
CLM005362,0,1,1,0,1,1,0,high,4,9.822,164673.92,130340.0
CLM005363,1,0,0,0,0,0,0,medium,1,1.561,14624.46,0.0
CLM005364,0,0,1,1,0,0,0,medium,2,3.252,32273.08,13909.31
CLM005365,0,0,1,0,0,0,1,medium,2,3.784,39898.01,20429.68
CLM005366,1,0,0,0,1,1,0,high,3,7.615,124856.35,99836.01
CLM005367,0,1,1,0,1,1,0,high,4,8.305,106260.72,89915.65
CLM005368,0,1,1,1,1,1,0,high,5,12.143,89797.61,66088.16
CLM005369,0,0,1,0,0,0,0,medium,1,1.481,24841.5,17444.43
CLM005370,1,0,1,0,0,0,0,low,2,1.978,26610.51,18429.31
CLM005371,1,0,0,0,0,0,0,low,1,1.384,20875.45,2041.58
CLM005372,0,0,0,0,1,0,0,medium,1,1.198,15029.95,9397.85
